run_id,step_order,step_name,layer,status,started_at,ended_at,duration_seconds,rows_in,rows_out,target,error_message
run_0047,1,Read revenue mart,Extract,success,2026-08-06T07:07:00,2026-08-06T07:07:02.597657,2.598,0,355,mart_daily_revenue,
run_0047,2,Aggregate close metrics,Transform,success,2026-08-06T07:07:02.597657,2026-08-06T07:07:11.483629,8.886,3440,2157,finance_close_summary,
run_0047,3,Reconcile daily totals,Quality,success,2026-08-06T07:07:11.483629,2026-08-06T07:07:15.679135,4.196,9,9,reconciliation,
run_0047,4,Publish close snapshot,Load,success,2026-08-06T07:07:15.679135,2026-08-06T07:07:18.530532,2.851,400,400,close_snapshot,
run_0048,1,Extract commerce orders,Extract,success,2026-08-07T06:01:00,2026-08-07T06:01:05.210391,5.21,0,3394,commerce_orders.csv,
run_0048,2,Load raw orders,Load,success,2026-08-07T06:01:05.210391,2026-08-07T06:01:11.257069,6.047,3714,3714,raw_orders,
run_0048,3,Transform order fact,Transform,success,2026-08-07T06:01:11.257069,2026-08-07T06:01:18.513795,7.257,3429,1303,fct_orders,
run_0048,4,Build revenue marts,Transform,success,2026-08-07T06:01:18.513795,2026-08-07T06:01:27.324770,8.811,3629,1750,mart_daily_revenue,
run_0048,5,Run data quality,Quality,success,2026-08-07T06:01:27.324770,2026-08-07T06:01:32.167380,4.843,7,7,quality_checks,
run_0049,1,Extract CRM customers,Extract,success,2026-08-07T05:00:00,2026-08-07T05:00:04.144703,4.145,0,370,crm_customers.csv,
run_0049,2,Load raw customers,Load,success,2026-08-07T05:00:04.144703,2026-08-07T05:00:06.017254,1.873,380,380,raw_customers,
run_0049,3,Build customer dimension,Transform,success,2026-08-07T05:00:06.017254,2026-08-07T05:00:15.333814,9.317,3853,1496,dim_customers,
run_0049,4,Run data quality,Quality,success,2026-08-07T05:00:15.333814,2026-08-07T05:00:18.442542,3.109,10,10,quality_checks,
run_0050,1,Read revenue mart,Extract,success,2026-08-07T07:04:00,2026-08-07T07:04:03.297592,3.298,0,405,mart_daily_revenue,
run_0050,2,Aggregate close metrics,Transform,success,2026-08-07T07:04:03.297592,2026-08-07T07:04:12.398127,9.101,3934,799,finance_close_summary,
run_0050,3,Reconcile daily totals,Quality,success,2026-08-07T07:04:12.398127,2026-08-07T07:04:16.919526,4.521,5,5,reconciliation,
run_0050,4,Publish close snapshot,Load,success,2026-08-07T07:04:16.919526,2026-08-07T07:04:20.613049,3.694,419,419,close_snapshot,
run_0051,1,Extract commerce orders,Extract,success,2026-08-08T06:07:00,2026-08-08T06:07:02.279607,2.28,0,3556,commerce_orders.csv,
run_0051,2,Load raw orders,Load,success,2026-08-08T06:07:02.279607,2026-08-08T06:07:05.859138,3.58,3669,3669,raw_orders,
run_0051,3,Transform order fact,Transform,success,2026-08-08T06:07:05.859138,2026-08-08T06:07:14.118850,8.26,3602,1494,fct_orders,
run_0051,4,Build revenue marts,Transform,success,2026-08-08T06:07:14.118850,2026-08-08T06:07:21.525470,7.407,2982,2077,mart_daily_revenue,
run_0051,5,Run data quality,Quality,success,2026-08-08T06:07:21.525470,2026-08-08T06:07:27.842091,6.317,6,6,quality_checks,
run_0052,1,Extract CRM customers,Extract,success,2026-08-08T05:07:00,2026-08-08T05:07:04.876684,4.877,0,407,crm_customers.csv,
run_0052,2,Load raw customers,Load,success,2026-08-08T05:07:04.876684,2026-08-08T05:07:10.414878,5.538,376,376,raw_customers,
run_0052,3,Build customer dimension,Transform,success,2026-08-08T05:07:10.414878,2026-08-08T05:07:18.545100,8.13,2708,2556,dim_customers,
run_0052,4,Run data quality,Quality,success,2026-08-08T05:07:18.545100,2026-08-08T05:07:19.388791,0.844,5,5,quality_checks,
run_0053,1,Extract commerce orders,Extract,success,2026-08-09T06:05:00,2026-08-09T06:05:03.548964,3.549,0,3100,commerce_orders.csv,
run_0053,2,Load raw orders,Load,success,2026-08-09T06:05:03.548964,2026-08-09T06:05:10.804212,7.255,3437,3437,raw_orders,
run_0053,3,Transform order fact,Transform,success,2026-08-09T06:05:10.804212,2026-08-09T06:05:18.691921,7.888,3547,2404,fct_orders,
run_0053,4,Build revenue marts,Transform,success,2026-08-09T06:05:18.691921,2026-08-09T06:05:25.660120,6.968,3409,2304,mart_daily_revenue,
run_0053,5,Run data quality,Quality,success,2026-08-09T06:05:25.660120,2026-08-09T06:05:27.300753,1.641,5,5,quality_checks,
run_0054,1,Extract CRM customers,Extract,success,2026-08-09T05:02:00,2026-08-09T05:02:06.095396,6.095,0,360,crm_customers.csv,
run_0054,2,Load raw customers,Load,success,2026-08-09T05:02:06.095396,2026-08-09T05:02:14.585168,8.49,379,379,raw_customers,
run_0054,3,Build customer dimension,Transform,success,2026-08-09T05:02:14.585168,2026-08-09T05:02:21.420654,6.835,3359,2891,dim_customers,
run_0054,4,Run data quality,Quality,success,2026-08-09T05:02:21.420654,2026-08-09T05:02:25.700363,4.28,8,8,quality_checks,
run_0055,1,Extract commerce orders,Extract,success,2026-08-10T06:03:00,2026-08-10T06:03:05.827901,5.828,0,4090,commerce_orders.csv,
run_0055,2,Load raw orders,Load,success,2026-08-10T06:03:05.827901,2026-08-10T06:03:12.129449,6.302,3779,3779,raw_orders,
run_0055,3,Transform order fact,Transform,failed,2026-08-10T06:03:12.129449,2026-08-10T06:03:21.148141,9.019,3951,0,fct_orders,source freshness SLA exceeded
run_0055,4,Build revenue marts,Transform,skipped,2026-08-10T06:03:21.148141,2026-08-10T06:03:21.148141,0,0,0,mart_daily_revenue,
run_0055,5,Run data quality,Quality,skipped,2026-08-10T06:03:21.148141,2026-08-10T06:03:21.148141,0,0,0,quality_checks,
run_0056,1,Extract CRM customers,Extract,success,2026-08-10T05:04:00,2026-08-10T05:04:06.635004,6.635,0,371,crm_customers.csv,
run_0056,2,Load raw customers,Load,success,2026-08-10T05:04:06.635004,2026-08-10T05:04:10.952047,4.317,378,378,raw_customers,
run_0056,3,Build customer dimension,Transform,success,2026-08-10T05:04:10.952047,2026-08-10T05:04:18.770272,7.818,3535,2214,dim_customers,
run_0056,4,Run data quality,Quality,success,2026-08-10T05:04:18.770272,2026-08-10T05:04:23.836807,5.067,8,8,quality_checks,
run_0057,1,Read revenue mart,Extract,success,2026-08-10T07:02:00,2026-08-10T07:02:05.217265,5.217,0,396,mart_daily_revenue,
run_0057,2,Aggregate close metrics,Transform,success,2026-08-10T07:02:05.217265,2026-08-10T07:02:14.782523,9.565,3037,2383,finance_close_summary,
run_0057,3,Reconcile daily totals,Quality,success,2026-08-10T07:02:14.782523,2026-08-10T07:02:20.230795,5.448,11,11,reconciliation,
run_0057,4,Publish close snapshot,Load,success,2026-08-10T07:02:20.230795,2026-08-10T07:02:24.094333,3.864,355,355,close_snapshot,
run_0058,1,Extract commerce orders,Extract,success,2026-08-11T06:02:00,2026-08-11T06:02:02.608432,2.608,0,4057,commerce_orders.csv,
run_0058,2,Load raw orders,Load,success,2026-08-11T06:02:02.608432,2026-08-11T06:02:08.241675,5.633,2885,2885,raw_orders,
run_0058,3,Transform order fact,Transform,success,2026-08-11T06:02:08.241675,2026-08-11T06:02:17.913766,9.672,3811,1506,fct_orders,
run_0058,4,Build revenue marts,Transform,success,2026-08-11T06:02:17.913766,2026-08-11T06:02:23.496426,5.583,3787,1680,mart_daily_revenue,
run_0058,5,Run data quality,Quality,success,2026-08-11T06:02:23.496426,2026-08-11T06:02:28.993947,5.498,9,9,quality_checks,
run_0059,1,Extract CRM customers,Extract,success,2026-08-11T05:04:00,2026-08-11T05:04:03.683013,3.683,0,384,crm_customers.csv,
run_0059,2,Load raw customers,Load,success,2026-08-11T05:04:03.683013,2026-08-11T05:04:08.990018,5.307,404,404,raw_customers,
run_0059,3,Build customer dimension,Transform,success,2026-08-11T05:04:08.990018,2026-08-11T05:04:14.619770,5.63,3152,2167,dim_customers,
run_0059,4,Run data quality,Quality,success,2026-08-11T05:04:14.619770,2026-08-11T05:04:18.373745,3.754,5,5,quality_checks,
run_0060,1,Read revenue mart,Extract,success,2026-08-11T07:06:00,2026-08-11T07:06:01.925797,1.926,0,407,mart_daily_revenue,
run_0060,2,Aggregate close metrics,Transform,success,2026-08-11T07:06:01.925797,2026-08-11T07:06:09.893717,7.968,3461,3063,finance_close_summary,
run_0060,3,Reconcile daily totals,Quality,success,2026-08-11T07:06:09.893717,2026-08-11T07:06:13.352197,3.458,10,10,reconciliation,
run_0060,4,Publish close snapshot,Load,success,2026-08-11T07:06:13.352197,2026-08-11T07:06:17.467039,4.115,372,372,close_snapshot,
run_0061,1,Extract commerce orders,Extract,success,2026-08-12T06:05:00,2026-08-12T06:05:03.998023,3.998,0,3543,commerce_orders.csv,
run_0061,2,Load raw orders,Load,success,2026-08-12T06:05:03.998023,2026-08-12T06:05:05.581610,1.584,3048,3048,raw_orders,
run_0061,3,Transform order fact,Transform,success,2026-08-12T06:05:05.581610,2026-08-12T06:05:15.933284,10.352,2858,398,fct_orders,
run_0061,4,Build revenue marts,Transform,success,2026-08-12T06:05:15.933284,2026-08-12T06:05:23.011061,7.078,3714,1582,mart_daily_revenue,
run_0061,5,Run data quality,Quality,success,2026-08-12T06:05:23.011061,2026-08-12T06:05:27.484327,4.473,9,9,quality_checks,
run_0062,1,Extract CRM customers,Extract,success,2026-08-12T05:01:00,2026-08-12T05:01:06.165252,6.165,0,399,crm_customers.csv,
run_0062,2,Load raw customers,Load,success,2026-08-12T05:01:06.165252,2026-08-12T05:01:13.397132,7.232,417,417,raw_customers,
run_0062,3,Build customer dimension,Transform,success,2026-08-12T05:01:13.397132,2026-08-12T05:01:21.304901,7.908,3246,201,dim_customers,
run_0062,4,Run data quality,Quality,success,2026-08-12T05:01:21.304901,2026-08-12T05:01:23.394760,2.09,11,11,quality_checks,
run_0063,1,Read revenue mart,Extract,success,2026-08-12T07:04:00,2026-08-12T07:04:01.643220,1.643,0,359,mart_daily_revenue,
run_0063,2,Aggregate close metrics,Transform,success,2026-08-12T07:04:01.643220,2026-08-12T07:04:07.508304,5.865,3211,3153,finance_close_summary,
run_0063,3,Reconcile daily totals,Quality,success,2026-08-12T07:04:07.508304,2026-08-12T07:04:11.852877,4.345,8,8,reconciliation,
run_0063,4,Publish close snapshot,Load,success,2026-08-12T07:04:11.852877,2026-08-12T07:04:19.483556,7.631,376,376,close_snapshot,
run_0064,1,Extract commerce orders,Extract,success,2026-08-13T06:01:00,2026-08-13T06:01:03.373883,3.374,0,3936,commerce_orders.csv,
run_0064,2,Load raw orders,Load,success,2026-08-13T06:01:03.373883,2026-08-13T06:01:07.847237,4.473,3628,3628,raw_orders,
run_0064,3,Transform order fact,Transform,success,2026-08-13T06:01:07.847237,2026-08-13T06:01:17.211834,9.365,2906,3179,fct_orders,
run_0064,4,Build revenue marts,Transform,success,2026-08-13T06:01:17.211834,2026-08-13T06:01:23.984745,6.773,3959,2677,mart_daily_revenue,
run_0064,5,Run data quality,Quality,success,2026-08-13T06:01:23.984745,2026-08-13T06:01:29.170913,5.186,12,12,quality_checks,
run_0065,1,Extract CRM customers,Extract,success,2026-08-13T05:05:00,2026-08-13T05:05:05.870899,5.871,0,408,crm_customers.csv,
run_0065,2,Load raw customers,Load,success,2026-08-13T05:05:05.870899,2026-08-13T05:05:08.643087,2.772,403,403,raw_customers,
run_0065,3,Build customer dimension,Transform,success,2026-08-13T05:05:08.643087,2026-08-13T05:05:14.414450,5.771,2895,3192,dim_customers,
run_0065,4,Run data quality,Quality,success,2026-08-13T05:05:14.414450,2026-08-13T05:05:18.924231,4.51,5,5,quality_checks,
run_0066,1,Read revenue mart,Extract,success,2026-08-13T07:08:00,2026-08-13T07:08:04.447592,4.448,0,423,mart_daily_revenue,
run_0066,2,Aggregate close metrics,Transform,success,2026-08-13T07:08:04.447592,2026-08-13T07:08:13.871768,9.424,3203,2532,finance_close_summary,
run_0066,3,Reconcile daily totals,Quality,success,2026-08-13T07:08:13.871768,2026-08-13T07:08:22.608384,8.737,11,11,reconciliation,
run_0066,4,Publish close snapshot,Load,success,2026-08-13T07:08:22.608384,2026-08-13T07:08:27.963127,5.355,393,393,close_snapshot,
run_0067,1,Extract commerce orders,Extract,success,2026-08-14T06:07:00,2026-08-14T06:07:05.264887,5.265,0,3825,commerce_orders.csv,
run_0067,2,Load raw orders,Load,success,2026-08-14T06:07:05.264887,2026-08-14T06:07:10.211548,4.947,3640,3640,raw_orders,
run_0067,3,Transform order fact,Transform,success,2026-08-14T06:07:10.211548,2026-08-14T06:07:20.908789,10.697,3160,1829,fct_orders,
run_0067,4,Build revenue marts,Transform,success,2026-08-14T06:07:20.908789,2026-08-14T06:07:28.353610,7.445,2821,1426,mart_daily_revenue,
run_0067,5,Run data quality,Quality,success,2026-08-14T06:07:28.353610,2026-08-14T06:07:33.594966,5.241,10,10,quality_checks,
run_0068,1,Extract CRM customers,Extract,success,2026-08-14T05:07:00,2026-08-14T05:07:02.213368,2.213,0,378,crm_customers.csv,
run_0068,2,Load raw customers,Load,success,2026-08-14T05:07:02.213368,2026-08-14T05:07:05.221192,3.008,412,412,raw_customers,
run_0068,3,Build customer dimension,Transform,success,2026-08-14T05:07:05.221192,2026-08-14T05:07:14.565980,9.345,3225,2177,dim_customers,
run_0068,4,Run data quality,Quality,success,2026-08-14T05:07:14.565980,2026-08-14T05:07:17.726858,3.161,5,5,quality_checks,
run_0069,1,Read revenue mart,Extract,success,2026-08-14T07:02:00,2026-08-14T07:02:04.180472,4.18,0,425,mart_daily_revenue,
run_0069,2,Aggregate close metrics,Transform,success,2026-08-14T07:02:04.180472,2026-08-14T07:02:16.042482,11.862,2933,997,finance_close_summary,
run_0069,3,Reconcile daily totals,Quality,success,2026-08-14T07:02:16.042482,2026-08-14T07:02:23.156804,7.114,7,7,reconciliation,
run_0069,4,Publish close snapshot,Load,success,2026-08-14T07:02:23.156804,2026-08-14T07:02:29.637551,6.481,428,428,close_snapshot,
run_0070,1,Extract commerce orders,Extract,success,2026-08-15T06:08:00,2026-08-15T06:08:03.676246,3.676,0,3676,commerce_orders.csv,
run_0070,2,Load raw orders,Load,success,2026-08-15T06:08:03.676246,2026-08-15T06:08:06.548532,2.872,3209,3209,raw_orders,
run_0070,3,Transform order fact,Transform,success,2026-08-15T06:08:06.548532,2026-08-15T06:08:15.505984,8.957,3513,2230,fct_orders,
run_0070,4,Build revenue marts,Transform,success,2026-08-15T06:08:15.505984,2026-08-15T06:08:19.839479,4.333,3312,2479,mart_daily_revenue,
run_0070,5,Run data quality,Quality,success,2026-08-15T06:08:19.839479,2026-08-15T06:08:22.131250,2.292,8,8,quality_checks,
run_0071,1,Extract CRM customers,Extract,failed,2026-08-15T05:07:00,2026-08-15T05:07:04.557495,4.557,0,0,crm_customers.csv,source freshness SLA exceeded
run_0071,2,Load raw customers,Load,skipped,2026-08-15T05:07:04.557495,2026-08-15T05:07:04.557495,0,0,0,raw_customers,
run_0071,3,Build customer dimension,Transform,skipped,2026-08-15T05:07:04.557495,2026-08-15T05:07:04.557495,0,0,0,dim_customers,
run_0071,4,Run data quality,Quality,skipped,2026-08-15T05:07:04.557495,2026-08-15T05:07:04.557495,0,0,0,quality_checks,
run_0072,1,Extract commerce orders,Extract,success,2026-08-16T06:03:00,2026-08-16T06:03:04.228793,4.229,0,3336,commerce_orders.csv,
run_0072,2,Load raw orders,Load,success,2026-08-16T06:03:04.228793,2026-08-16T06:03:11.556233,7.327,3598,3598,raw_orders,
run_0072,3,Transform order fact,Transform,success,2026-08-16T06:03:11.556233,2026-08-16T06:03:21.655011,10.099,3233,1174,fct_orders,
run_0072,4,Build revenue marts,Transform,success,2026-08-16T06:03:21.655011,2026-08-16T06:03:31.025233,9.37,3560,2844,mart_daily_revenue,
run_0072,5,Run data quality,Quality,success,2026-08-16T06:03:31.025233,2026-08-16T06:03:34.518163,3.493,5,5,quality_checks,
run_0073,1,Extract CRM customers,Extract,success,2026-08-16T05:04:00,2026-08-16T05:04:04.208353,4.208,0,393,crm_customers.csv,
run_0073,2,Load raw customers,Load,success,2026-08-16T05:04:04.208353,2026-08-16T05:04:11.148136,6.94,398,398,raw_customers,
run_0073,3,Build customer dimension,Transform,success,2026-08-16T05:04:11.148136,2026-08-16T05:04:18.164347,7.016,2694,705,dim_customers,
run_0073,4,Run data quality,Quality,success,2026-08-16T05:04:18.164347,2026-08-16T05:04:24.714756,6.55,10,10,quality_checks,
run_0074,1,Extract commerce orders,Extract,success,2026-08-17T06:04:00,2026-08-17T06:04:05.133074,5.133,0,3731,commerce_orders.csv,
run_0074,2,Load raw orders,Load,success,2026-08-17T06:04:05.133074,2026-08-17T06:04:13.649297,8.516,3539,3539,raw_orders,
run_0074,3,Transform order fact,Transform,success,2026-08-17T06:04:13.649297,2026-08-17T06:04:24.184795,10.535,3331,1987,fct_orders,
run_0074,4,Build revenue marts,Transform,success,2026-08-17T06:04:24.184795,2026-08-17T06:04:33.279753,9.095,3956,1613,mart_daily_revenue,
run_0074,5,Run data quality,Quality,success,2026-08-17T06:04:33.279753,2026-08-17T06:04:36.914940,3.635,6,6,quality_checks,
run_0075,1,Extract CRM customers,Extract,success,2026-08-17T05:07:00,2026-08-17T05:07:05.015913,5.016,0,371,crm_customers.csv,
run_0075,2,Load raw customers,Load,success,2026-08-17T05:07:05.015913,2026-08-17T05:07:10.213178,5.197,390,390,raw_customers,
run_0075,3,Build customer dimension,Transform,success,2026-08-17T05:07:10.213178,2026-08-17T05:07:20.525668,10.312,2723,2272,dim_customers,
run_0075,4,Run data quality,Quality,success,2026-08-17T05:07:20.525668,2026-08-17T05:07:20.925668,0.4,10,10,quality_checks,
run_0076,1,Read revenue mart,Extract,success,2026-08-17T07:05:00,2026-08-17T07:05:04.445634,4.446,0,383,mart_daily_revenue,
run_0076,2,Aggregate close metrics,Transform,success,2026-08-17T07:05:04.445634,2026-08-17T07:05:13.098657,8.653,3040,1993,finance_close_summary,
run_0076,3,Reconcile daily totals,Quality,success,2026-08-17T07:05:13.098657,2026-08-17T07:05:15.916252,2.818,11,11,reconciliation,
run_0076,4,Publish close snapshot,Load,success,2026-08-17T07:05:15.916252,2026-08-17T07:05:21.026524,5.11,366,366,close_snapshot,
run_0077,1,Extract commerce orders,Extract,success,2026-08-18T06:07:00,2026-08-18T06:07:03.470656,3.471,0,3862,commerce_orders.csv,
run_0077,2,Load raw orders,Load,success,2026-08-18T06:07:03.470656,2026-08-18T06:07:07.670741,4.2,2872,2872,raw_orders,
run_0077,3,Transform order fact,Transform,success,2026-08-18T06:07:07.670741,2026-08-18T06:07:12.715664,5.045,4092,783,fct_orders,
run_0077,4,Build revenue marts,Transform,success,2026-08-18T06:07:12.715664,2026-08-18T06:07:20.844565,8.129,2599,2684,mart_daily_revenue,
run_0077,5,Run data quality,Quality,success,2026-08-18T06:07:20.844565,2026-08-18T06:07:24.569241,3.725,9,9,quality_checks,
run_0078,1,Extract CRM customers,Extract,success,2026-08-18T05:05:00,2026-08-18T05:05:03.368777,3.369,0,398,crm_customers.csv,
run_0078,2,Load raw customers,Load,success,2026-08-18T05:05:03.368777,2026-08-18T05:05:09.180508,5.812,407,407,raw_customers,
run_0078,3,Build customer dimension,Transform,success,2026-08-18T05:05:09.180508,2026-08-18T05:05:13.939161,4.759,3079,329,dim_customers,
run_0078,4,Run data quality,Quality,success,2026-08-18T05:05:13.939161,2026-08-18T05:05:15.495806,1.557,9,9,quality_checks,
run_0079,1,Read revenue mart,Extract,success,2026-08-18T07:08:00,2026-08-18T07:08:04.287153,4.287,0,400,mart_daily_revenue,
run_0079,2,Aggregate close metrics,Transform,success,2026-08-18T07:08:04.287153,2026-08-18T07:08:12.966051,8.679,2630,838,finance_close_summary,
run_0079,3,Reconcile daily totals,Quality,success,2026-08-18T07:08:12.966051,2026-08-18T07:08:13.953448,0.987,6,6,reconciliation,
run_0079,4,Publish close snapshot,Load,success,2026-08-18T07:08:13.953448,2026-08-18T07:08:21.633085,7.68,423,423,close_snapshot,
run_0080,1,Extract commerce orders,Extract,success,2026-08-19T06:02:00,2026-08-19T06:02:04.886674,4.887,0,3176,commerce_orders.csv,
run_0080,2,Load raw orders,Load,success,2026-08-19T06:02:04.886674,2026-08-19T06:02:15.892862,11.006,2894,2894,raw_orders,
run_0080,3,Transform order fact,Transform,success,2026-08-19T06:02:15.892862,2026-08-19T06:02:23.424514,7.532,2566,1578,fct_orders,
run_0080,4,Build revenue marts,Transform,success,2026-08-19T06:02:23.424514,2026-08-19T06:02:30.591804,7.167,3784,1727,mart_daily_revenue,
run_0080,5,Run data quality,Quality,success,2026-08-19T06:02:30.591804,2026-08-19T06:02:31.613069,1.021,7,7,quality_checks,
run_0081,1,Extract CRM customers,Extract,success,2026-08-19T05:00:00,2026-08-19T05:00:03.638116,3.638,0,398,crm_customers.csv,
run_0081,2,Load raw customers,Load,success,2026-08-19T05:00:03.638116,2026-08-19T05:00:12.665581,9.027,429,429,raw_customers,
run_0081,3,Build customer dimension,Transform,success,2026-08-19T05:00:12.665581,2026-08-19T05:00:20.352007,7.686,4041,314,dim_customers,
run_0081,4,Run data quality,Quality,success,2026-08-19T05:00:20.352007,2026-08-19T05:00:22.293110,1.941,12,12,quality_checks,
run_0082,1,Read revenue mart,Extract,success,2026-08-19T07:04:00,2026-08-19T07:04:04.183886,4.184,0,392,mart_daily_revenue,
run_0082,2,Aggregate close metrics,Transform,success,2026-08-19T07:04:04.183886,2026-08-19T07:04:14.957462,10.774,3252,2824,finance_close_summary,
run_0082,3,Reconcile daily totals,Quality,success,2026-08-19T07:04:14.957462,2026-08-19T07:04:17.301161,2.344,6,6,reconciliation,
run_0082,4,Publish close snapshot,Load,success,2026-08-19T07:04:17.301161,2026-08-19T07:04:19.934019,2.633,406,406,close_snapshot,
run_0083,1,Extract commerce orders,Extract,success,2026-08-20T06:06:00,2026-08-20T06:06:03.839365,3.839,0,2968,commerce_orders.csv,
run_0083,2,Load raw orders,Load,success,2026-08-20T06:06:03.839365,2026-08-20T06:06:09.687357,5.848,3542,3542,raw_orders,
run_0083,3,Transform order fact,Transform,success,2026-08-20T06:06:09.687357,2026-08-20T06:06:16.786841,7.099,4000,850,fct_orders,
run_0083,4,Build revenue marts,Transform,success,2026-08-20T06:06:16.786841,2026-08-20T06:06:26.394309,9.607,3054,3096,mart_daily_revenue,
run_0083,5,Run data quality,Quality,success,2026-08-20T06:06:26.394309,2026-08-20T06:06:31.501392,5.107,6,6,quality_checks,
run_0084,1,Extract CRM customers,Extract,success,2026-08-20T05:00:00,2026-08-20T05:00:05.088947,5.089,0,393,crm_customers.csv,
run_0084,2,Load raw customers,Load,success,2026-08-20T05:00:05.088947,2026-08-20T05:00:09.231293,4.142,389,389,raw_customers,
run_0084,3,Build customer dimension,Transform,success,2026-08-20T05:00:09.231293,2026-08-20T05:00:16.753247,7.522,3918,2517,dim_customers,
run_0084,4,Run data quality,Quality,success,2026-08-20T05:00:16.753247,2026-08-20T05:00:20.871100,4.118,12,12,quality_checks,
run_0085,1,Read revenue mart,Extract,success,2026-08-20T07:02:00,2026-08-20T07:02:02.213274,2.213,0,394,mart_daily_revenue,
run_0085,2,Aggregate close metrics,Transform,success,2026-08-20T07:02:02.213274,2026-08-20T07:02:13.415872,11.203,3355,1800,finance_close_summary,
run_0085,3,Reconcile daily totals,Quality,success,2026-08-20T07:02:13.415872,2026-08-20T07:02:21.496285,8.08,7,7,reconciliation,
run_0085,4,Publish close snapshot,Load,success,2026-08-20T07:02:21.496285,2026-08-20T07:02:28.242583,6.746,354,354,close_snapshot,
run_0086,1,Extract commerce orders,Extract,success,2026-08-21T06:04:00,2026-08-21T06:04:04.400983,4.401,0,3481,commerce_orders.csv,
run_0086,2,Load raw orders,Load,success,2026-08-21T06:04:04.400983,2026-08-21T06:04:11.093980,6.693,3578,3578,raw_orders,
run_0086,3,Transform order fact,Transform,success,2026-08-21T06:04:11.093980,2026-08-21T06:04:18.476791,7.383,3820,1312,fct_orders,
run_0086,4,Build revenue marts,Transform,failed,2026-08-21T06:04:18.476791,2026-08-21T06:04:25.822609,7.346,2681,0,mart_daily_revenue,accepted-values check failed
run_0086,5,Run data quality,Quality,skipped,2026-08-21T06:04:25.822609,2026-08-21T06:04:25.822609,0,0,0,quality_checks,
run_0087,1,Extract CRM customers,Extract,success,2026-08-21T05:06:00,2026-08-21T05:06:03.572783,3.573,0,422,crm_customers.csv,
run_0087,2,Load raw customers,Load,success,2026-08-21T05:06:03.572783,2026-08-21T05:06:09.543215,5.97,396,396,raw_customers,
run_0087,3,Build customer dimension,Transform,success,2026-08-21T05:06:09.543215,2026-08-21T05:06:17.231449,7.688,2614,2262,dim_customers,
run_0087,4,Run data quality,Quality,success,2026-08-21T05:06:17.231449,2026-08-21T05:06:20.457884,3.226,9,9,quality_checks,
run_0088,1,Read revenue mart,Extract,success,2026-08-21T07:00:00,2026-08-21T07:00:06.720358,6.72,0,360,mart_daily_revenue,
run_0088,2,Aggregate close metrics,Transform,success,2026-08-21T07:00:06.720358,2026-08-21T07:00:15.610403,8.89,3665,179,finance_close_summary,
run_0088,3,Reconcile daily totals,Quality,success,2026-08-21T07:00:15.610403,2026-08-21T07:00:16.219282,0.609,8,8,reconciliation,
run_0088,4,Publish close snapshot,Load,success,2026-08-21T07:00:16.219282,2026-08-21T07:00:22.708703,6.489,378,378,close_snapshot,
run_0089,1,Extract commerce orders,Extract,success,2026-08-22T06:08:00,2026-08-22T06:08:02.279199,2.279,0,3294,commerce_orders.csv,
run_0089,2,Load raw orders,Load,success,2026-08-22T06:08:02.279199,2026-08-22T06:08:07.233320,4.954,3194,3194,raw_orders,
run_0089,3,Transform order fact,Transform,success,2026-08-22T06:08:07.233320,2026-08-22T06:08:14.443488,7.21,3699,928,fct_orders,
run_0089,4,Build revenue marts,Transform,success,2026-08-22T06:08:14.443488,2026-08-22T06:08:24.122876,9.679,3962,3161,mart_daily_revenue,
run_0089,5,Run data quality,Quality,success,2026-08-22T06:08:24.122876,2026-08-22T06:08:25.713268,1.59,11,11,quality_checks,
run_0090,1,Extract CRM customers,Extract,success,2026-08-22T05:04:00,2026-08-22T05:04:00.400000,0.4,0,409,crm_customers.csv,
run_0090,2,Load raw customers,Load,success,2026-08-22T05:04:00.400000,2026-08-22T05:04:04.500967,4.101,401,401,raw_customers,
run_0090,3,Build customer dimension,Transform,success,2026-08-22T05:04:04.500967,2026-08-22T05:04:14.040214,9.539,3187,354,dim_customers,
run_0090,4,Run data quality,Quality,success,2026-08-22T05:04:14.040214,2026-08-22T05:04:18.580206,4.54,9,9,quality_checks,
run_0091,1,Extract commerce orders,Extract,success,2026-08-23T06:07:00,2026-08-23T06:07:02.249736,2.25,0,3767,commerce_orders.csv,
run_0091,2,Load raw orders,Load,success,2026-08-23T06:07:02.249736,2026-08-23T06:07:05.881474,3.632,3764,3764,raw_orders,
run_0091,3,Transform order fact,Transform,success,2026-08-23T06:07:05.881474,2026-08-23T06:07:16.579654,10.698,3244,2009,fct_orders,
run_0091,4,Build revenue marts,Transform,success,2026-08-23T06:07:16.579654,2026-08-23T06:07:23.188813,6.609,2796,2785,mart_daily_revenue,
run_0091,5,Run data quality,Quality,success,2026-08-23T06:07:23.188813,2026-08-23T06:07:24.309107,1.12,9,9,quality_checks,
run_0092,1,Extract CRM customers,Extract,success,2026-08-23T05:07:00,2026-08-23T05:07:04.685291,4.685,0,395,crm_customers.csv,
run_0092,2,Load raw customers,Load,success,2026-08-23T05:07:04.685291,2026-08-23T05:07:10.473981,5.789,376,376,raw_customers,
run_0092,3,Build customer dimension,Transform,success,2026-08-23T05:07:10.473981,2026-08-23T05:07:19.919579,9.446,3513,636,dim_customers,
run_0092,4,Run data quality,Quality,success,2026-08-23T05:07:19.919579,2026-08-23T05:07:22.738676,2.819,5,5,quality_checks,
