order_id,customer_id,product_id,order_date,quantity,unit_price,gross_amount,status,source_updated_at
50705,170,101,2026-05-28,2,1115.81,2231.62,paid,2026-05-28T10:21:00
50706,357,104,2026-05-28,1,904.67,904.67,paid,2026-05-28T12:06:00
50707,68,102,2026-05-28,4,879.25,3517.0,paid,2026-05-28T20:45:00
50708,273,105,2026-05-28,1,562.78,562.78,paid,2026-05-28T12:25:00
50709,12,101,2026-05-28,1,1188.49,1188.49,paid,2026-05-28T12:29:00
50710,295,102,2026-05-29,1,833.19,833.19,paid,2026-05-29T13:08:00
50711,268,101,2026-05-29,1,1183.82,1183.82,paid,2026-05-29T18:59:00
50712,231,103,2026-05-29,1,1211.98,1211.98,paid,2026-05-29T14:10:00
50713,255,101,2026-05-29,1,1168.38,1168.38,paid,2026-05-29T15:10:00
50714,363,102,2026-05-29,2,752.86,1505.72,paid,2026-05-29T12:40:00
50715,106,103,2026-05-29,3,1207.09,3621.27,refunded,2026-05-29T22:28:00
50716,327,101,2026-05-29,1,1101.81,1101.81,paid,2026-05-29T10:20:00
50717,114,102,2026-05-29,1,830.69,830.69,paid,2026-05-29T11:20:00
50718,279,101,2026-05-29,1,1072.97,1072.97,paid,2026-05-29T18:40:00
50719,184,101,2026-05-29,2,1120.59,2241.18,paid,2026-05-29T14:39:00
50720,48,103,2026-05-29,2,1485.18,2970.36,paid,2026-05-29T11:24:00
50721,87,105,2026-05-29,1,614.19,614.19,paid,2026-05-29T22:02:00
50722,325,103,2026-05-29,1,1383.59,1383.59,paid,2026-05-29T11:14:00
50723,240,103,2026-05-29,1,1304.09,1304.09,paid,2026-05-29T12:07:00
50724,292,102,2026-05-29,2,796.25,1592.5,paid,2026-05-29T19:46:00
50725,257,102,2026-05-29,3,759.61,2278.83,paid,2026-05-29T15:08:00
50726,248,103,2026-05-29,1,1314.2,1314.2,paid,2026-05-29T14:55:00
50727,259,103,2026-05-29,1,1366.82,1366.82,paid,2026-05-29T09:54:00
50728,253,103,2026-05-30,1,1532.39,1532.39,paid,2026-05-30T20:24:00
50729,214,101,2026-05-30,1,1057.8,1057.8,paid,2026-05-30T10:50:00
50730,208,103,2026-05-30,1,1313.63,1313.63,paid,2026-05-30T20:07:00
50731,78,103,2026-05-30,1,1448.95,1448.95,refunded,2026-05-30T22:25:00
50732,85,105,2026-05-30,2,529.11,1058.22,paid,2026-05-30T18:51:00
50733,325,103,2026-05-30,1,1342.75,1342.75,paid,2026-05-30T08:58:00
50734,98,104,2026-05-30,1,937.34,937.34,refunded,2026-05-30T12:40:00
50735,82,101,2026-05-30,1,1215.4,1215.4,paid,2026-05-30T08:13:00
50736,237,103,2026-05-30,5,1522.98,7614.9,paid,2026-05-30T20:32:00
50737,395,103,2026-05-30,3,1249.44,3748.32,paid,2026-05-30T16:06:00
50738,386,101,2026-05-30,1,1061.03,1061.03,paid,2026-05-30T13:35:00
50739,391,102,2026-05-30,1,895.13,895.13,paid,2026-05-30T14:19:00
50740,47,101,2026-05-30,2,1202.02,2404.04,paid,2026-05-30T16:49:00
50741,21,105,2026-05-30,2,611.29,1222.58,paid,2026-05-30T19:28:00
50742,94,102,2026-05-30,1,795.36,795.36,paid,2026-05-30T17:08:00
50743,67,105,2026-05-30,1,628.88,628.88,paid,2026-05-30T13:30:00
50744,208,102,2026-05-30,1,709.34,709.34,paid,2026-05-30T15:40:00
50745,385,101,2026-05-30,4,1098.16,4392.64,paid,2026-05-30T17:24:00
50746,168,102,2026-05-30,1,807.31,807.31,paid,2026-05-30T18:40:00
50747,148,105,2026-05-30,1,570.59,570.59,paid,2026-05-30T15:21:00
50748,253,104,2026-05-30,4,1080.56,4322.24,paid,2026-05-30T09:21:00
50749,330,101,2026-05-30,1,1181.77,1181.77,paid,2026-05-30T22:55:00
50750,12,105,2026-05-30,4,535.98,2143.92,paid,2026-05-30T14:52:00
50751,207,105,2026-05-30,1,623.72,623.72,refunded,2026-05-30T10:01:00
50752,187,102,2026-05-30,2,748.56,1497.12,paid,2026-05-30T18:10:00
50753,248,101,2026-05-30,1,1211.81,1211.81,paid,2026-05-30T12:45:00
50754,315,103,2026-05-30,1,1198.53,1198.53,paid,2026-05-30T17:40:00
50755,308,101,2026-05-30,2,1001.01,2002.02,paid,2026-05-30T13:01:00
50756,256,105,2026-05-31,1,598.53,598.53,paid,2026-05-31T16:16:00
50757,39,103,2026-05-31,2,1193.96,2387.92,paid,2026-05-31T09:42:00
50758,23,102,2026-05-31,1,747.55,747.55,paid,2026-05-31T12:36:00
50759,10,101,2026-05-31,1,984.87,984.87,refunded,2026-05-31T19:09:00
50760,117,103,2026-05-31,1,1381.99,1381.99,paid,2026-05-31T08:01:00
50761,51,105,2026-05-31,1,579.17,579.17,paid,2026-05-31T19:03:00
50762,245,103,2026-05-31,2,1242.9,2485.8,paid,2026-05-31T14:36:00
50763,11,104,2026-05-31,2,1021.13,2042.26,paid,2026-05-31T12:23:00
50764,166,103,2026-05-31,1,1296.45,1296.45,paid,2026-05-31T22:36:00
50765,125,103,2026-05-31,2,1284.79,2569.58,paid,2026-05-31T14:24:00
50766,397,105,2026-05-31,1,501.9,501.9,paid,2026-05-31T14:35:00
50767,399,104,2026-05-31,1,1089.05,1089.05,paid,2026-05-31T12:50:00
50768,278,103,2026-05-31,2,1435.21,2870.42,paid,2026-05-31T11:41:00
50769,162,103,2026-05-31,1,1434.7,1434.7,paid,2026-05-31T13:21:00
50770,174,101,2026-05-31,2,1074.52,2149.04,paid,2026-05-31T14:28:00
50771,142,105,2026-05-31,2,564.34,1128.68,paid,2026-05-31T17:06:00
50772,379,103,2026-05-31,1,1268.28,1268.28,paid,2026-05-31T16:35:00
50773,103,104,2026-05-31,3,1001.62,3004.86,paid,2026-05-31T08:11:00
50774,279,104,2026-05-31,1,1003.69,1003.69,paid,2026-05-31T12:28:00
50775,173,103,2026-05-31,1,1271.7,1271.7,refunded,2026-05-31T16:31:00
50776,184,104,2026-05-31,3,1101.76,3305.28,paid,2026-05-31T15:35:00
50777,230,103,2026-05-31,4,1468.44,5873.76,paid,2026-05-31T11:15:00
50778,396,103,2026-05-31,2,1432.15,2864.3,paid,2026-05-31T21:05:00
50779,4,102,2026-05-31,1,804.25,804.25,paid,2026-05-31T15:12:00
50780,101,103,2026-05-31,1,1273.11,1273.11,paid,2026-05-31T11:50:00
50781,243,103,2026-05-31,1,1396.71,1396.71,paid,2026-05-31T18:40:00
50782,307,102,2026-05-31,3,764.49,2293.47,paid,2026-05-31T19:35:00
50783,79,103,2026-05-31,1,1260.83,1260.83,paid,2026-05-31T17:55:00
50784,314,103,2026-05-31,2,1328.45,2656.9,paid,2026-05-31T13:11:00
50785,39,101,2026-05-31,3,1043.69,3131.07,paid,2026-05-31T13:59:00
50786,359,103,2026-06-01,1,1264.96,1264.96,paid,2026-06-01T20:46:00
50787,40,101,2026-06-01,1,1115.98,1115.98,paid,2026-06-01T16:18:00
50788,49,101,2026-06-01,1,1010.34,1010.34,refunded,2026-06-01T10:56:00
50789,62,104,2026-06-01,2,1135.2,2270.4,paid,2026-06-01T18:18:00
50790,135,105,2026-06-01,2,609.68,1219.36,paid,2026-06-01T22:00:00
50791,11,101,2026-06-01,1,1127.14,1127.14,paid,2026-06-01T22:30:00
50792,329,105,2026-06-01,1,609.17,609.17,paid,2026-06-01T16:18:00
50793,15,101,2026-06-01,3,1164.0,3492.0,paid,2026-06-01T08:29:00
50794,19,103,2026-06-01,1,1253.79,1253.79,paid,2026-06-01T09:13:00
50795,121,101,2026-06-01,2,1090.59,2181.18,refunded,2026-06-01T10:55:00
50796,78,103,2026-06-01,2,1416.33,2832.66,paid,2026-06-01T21:03:00
50797,10,103,2026-06-01,1,1423.42,1423.42,refunded,2026-06-01T14:50:00
50798,327,102,2026-06-01,2,889.58,1779.16,paid,2026-06-01T12:33:00
50799,248,102,2026-06-01,3,727.33,2181.99,paid,2026-06-01T21:12:00
50800,293,104,2026-06-01,1,1134.24,1134.24,paid,2026-06-01T08:31:00
50801,201,103,2026-06-01,1,1513.79,1513.79,paid,2026-06-01T18:45:00
50802,184,105,2026-06-01,3,569.09,1707.27,paid,2026-06-01T14:06:00
50803,222,104,2026-06-01,1,906.88,906.88,paid,2026-06-01T12:14:00
50804,69,105,2026-06-01,1,554.82,554.82,paid,2026-06-01T14:55:00
50805,95,101,2026-06-01,1,1194.58,1194.58,paid,2026-06-01T21:38:00
50806,199,103,2026-06-01,3,1239.82,3719.46,paid,2026-06-01T11:17:00
50807,284,101,2026-06-01,1,1152.33,1152.33,paid,2026-06-01T20:52:00
50808,131,105,2026-06-01,1,561.27,561.27,paid,2026-06-01T20:52:00
50809,49,103,2026-06-01,1,1503.68,1503.68,paid,2026-06-01T09:42:00
50810,116,102,2026-06-01,1,816.55,816.55,paid,2026-06-01T16:33:00
50811,198,102,2026-06-01,3,898.82,2696.46,paid,2026-06-01T09:59:00
50812,239,104,2026-06-01,2,1111.17,2222.34,paid,2026-06-01T16:29:00
50813,232,101,2026-06-01,1,1094.64,1094.64,paid,2026-06-01T16:27:00
50814,262,104,2026-06-01,2,971.72,1943.44,paid,2026-06-01T15:20:00
50815,359,101,2026-06-01,1,1049.53,1049.53,paid,2026-06-01T09:30:00
50816,234,101,2026-06-01,1,1117.45,1117.45,paid,2026-06-01T14:27:00
50817,16,105,2026-06-01,1,607.96,607.96,paid,2026-06-01T09:13:00
50818,326,102,2026-06-01,1,835.85,835.85,paid,2026-06-01T13:28:00
50819,304,104,2026-06-01,1,1129.18,1129.18,paid,2026-06-01T22:37:00
50820,122,105,2026-06-01,1,535.18,535.18,paid,2026-06-01T10:37:00
50821,302,104,2026-06-01,2,978.6,1957.2,paid,2026-06-01T12:56:00
50822,3,102,2026-06-01,1,772.91,772.91,paid,2026-06-01T22:41:00
50823,370,105,2026-06-01,2,558.13,1116.26,paid,2026-06-01T21:55:00
50824,257,101,2026-06-01,1,1230.34,1230.34,paid,2026-06-01T18:23:00
50825,309,102,2026-06-01,3,830.78,2492.34,paid,2026-06-01T12:39:00
50826,135,105,2026-06-01,4,503.7,2014.8,paid,2026-06-01T09:32:00
50827,218,104,2026-06-01,2,1064.8,2129.6,paid,2026-06-01T21:36:00
50828,221,104,2026-06-02,1,1118.87,1118.87,paid,2026-06-02T21:00:00
50829,288,102,2026-06-02,4,865.66,3462.64,paid,2026-06-02T14:46:00
50830,397,103,2026-06-02,2,1490.69,2981.38,paid,2026-06-02T10:04:00
50831,261,103,2026-06-02,4,1215.68,4862.72,paid,2026-06-02T12:37:00
50832,123,102,2026-06-02,1,817.62,817.62,paid,2026-06-02T09:26:00
50833,309,105,2026-06-02,1,505.72,505.72,paid,2026-06-02T20:43:00
50834,360,104,2026-06-02,1,1157.95,1157.95,paid,2026-06-02T22:27:00
50835,121,102,2026-06-02,1,855.9,855.9,paid,2026-06-02T11:33:00
50836,58,101,2026-06-02,1,1208.09,1208.09,refunded,2026-06-02T15:33:00
50837,146,103,2026-06-02,1,1504.25,1504.25,paid,2026-06-02T10:05:00
50838,276,101,2026-06-02,1,1103.12,1103.12,paid,2026-06-02T08:32:00
50839,65,103,2026-06-02,2,1484.54,2969.08,paid,2026-06-02T21:45:00
50840,115,103,2026-06-02,2,1268.4,2536.8,paid,2026-06-02T08:13:00
50841,163,103,2026-06-02,2,1232.99,2465.98,paid,2026-06-02T18:42:00
50842,126,102,2026-06-02,1,772.24,772.24,paid,2026-06-02T21:18:00
50843,171,102,2026-06-02,1,884.3,884.3,paid,2026-06-02T19:27:00
50844,147,103,2026-06-02,1,1425.87,1425.87,paid,2026-06-02T22:04:00
50845,308,102,2026-06-02,2,746.25,1492.5,paid,2026-06-02T16:40:00
50846,244,105,2026-06-02,1,558.12,558.12,paid,2026-06-02T20:22:00
50847,130,104,2026-06-02,1,1057.55,1057.55,paid,2026-06-02T19:30:00
50848,171,105,2026-06-02,1,581.44,581.44,paid,2026-06-02T14:37:00
50849,53,105,2026-06-02,1,513.18,513.18,paid,2026-06-02T10:11:00
50850,376,102,2026-06-02,1,719.53,719.53,paid,2026-06-02T20:02:00
50851,125,102,2026-06-03,1,798.48,798.48,paid,2026-06-03T14:31:00
50852,214,101,2026-06-03,1,1254.63,1254.63,refunded,2026-06-03T16:51:00
50853,231,102,2026-06-03,1,764.99,764.99,paid,2026-06-03T21:03:00
50854,374,104,2026-06-03,5,1118.57,5592.85,paid,2026-06-03T19:07:00
50855,373,101,2026-06-03,1,1093.76,1093.76,paid,2026-06-03T13:06:00
50856,385,104,2026-06-03,5,1163.79,5818.95,paid,2026-06-03T13:48:00
50857,35,103,2026-06-03,1,1511.58,1511.58,refunded,2026-06-03T20:00:00
50858,379,101,2026-06-03,1,1111.35,1111.35,paid,2026-06-03T18:32:00
50859,182,103,2026-06-03,3,1443.33,4329.99,paid,2026-06-03T16:24:00
50860,73,104,2026-06-03,3,1101.52,3304.56,refunded,2026-06-03T14:33:00
50861,44,101,2026-06-03,1,1130.6,1130.6,paid,2026-06-03T19:09:00
50862,126,101,2026-06-03,1,1247.66,1247.66,paid,2026-06-03T10:27:00
50863,281,104,2026-06-03,2,983.97,1967.94,paid,2026-06-03T17:50:00
50864,217,102,2026-06-03,1,871.03,871.03,paid,2026-06-03T08:19:00
50865,135,103,2026-06-03,2,1212.59,2425.18,paid,2026-06-03T14:15:00
50866,278,104,2026-06-03,1,929.89,929.89,paid,2026-06-03T12:12:00
50867,76,102,2026-06-03,1,837.38,837.38,paid,2026-06-03T22:34:00
50868,175,103,2026-06-03,1,1471.53,1471.53,paid,2026-06-03T08:00:00
50869,278,104,2026-06-03,1,1139.89,1139.89,paid,2026-06-03T14:15:00
50870,399,101,2026-06-03,1,1205.06,1205.06,paid,2026-06-03T22:10:00
50871,355,102,2026-06-03,3,828.52,2485.56,refunded,2026-06-03T15:56:00
50872,292,101,2026-06-03,1,1166.77,1166.77,paid,2026-06-03T19:18:00
50873,222,102,2026-06-03,1,727.42,727.42,paid,2026-06-03T11:27:00
50874,373,104,2026-06-03,1,1034.08,1034.08,paid,2026-06-03T09:48:00
50875,290,101,2026-06-03,1,1031.6,1031.6,paid,2026-06-03T14:26:00
50876,271,105,2026-06-03,1,502.76,502.76,paid,2026-06-03T12:58:00
50877,2,103,2026-06-03,1,1198.52,1198.52,paid,2026-06-03T20:50:00
50878,66,102,2026-06-03,1,738.4,738.4,paid,2026-06-03T15:02:00
50879,354,102,2026-06-03,2,713.02,1426.04,paid,2026-06-03T20:16:00
50880,71,102,2026-06-03,1,838.81,838.81,paid,2026-06-03T16:13:00
50881,216,105,2026-06-03,2,556.88,1113.76,paid,2026-06-03T14:57:00
50882,289,101,2026-06-03,2,1258.21,2516.42,paid,2026-06-03T15:54:00
50883,315,101,2026-06-04,2,987.58,1975.16,paid,2026-06-04T19:49:00
50884,109,103,2026-06-04,1,1297.35,1297.35,paid,2026-06-04T21:23:00
50885,167,105,2026-06-04,2,622.36,1244.72,refunded,2026-06-04T08:33:00
50886,173,101,2026-06-04,2,1166.43,2332.86,paid,2026-06-04T21:40:00
50887,365,105,2026-06-04,2,549.89,1099.78,paid,2026-06-04T08:19:00
50888,384,105,2026-06-04,1,564.59,564.59,paid,2026-06-04T16:50:00
50889,313,101,2026-06-04,2,1076.12,2152.24,paid,2026-06-04T11:10:00
50890,300,102,2026-06-04,1,761.04,761.04,paid,2026-06-04T11:22:00
50891,42,101,2026-06-04,1,1200.15,1200.15,paid,2026-06-04T20:14:00
50892,309,103,2026-06-04,2,1476.26,2952.52,paid,2026-06-04T09:17:00
50893,246,102,2026-06-04,1,853.26,853.26,paid,2026-06-04T11:20:00
50894,254,105,2026-06-04,1,507.98,507.98,paid,2026-06-04T10:40:00
50895,133,104,2026-06-04,1,1098.37,1098.37,paid,2026-06-04T22:05:00
50896,1,104,2026-06-04,2,1110.17,2220.34,paid,2026-06-04T18:15:00
50897,17,101,2026-06-04,1,1002.75,1002.75,paid,2026-06-04T09:21:00
50898,286,104,2026-06-04,1,1040.13,1040.13,paid,2026-06-04T19:38:00
50899,353,105,2026-06-04,1,521.5,521.5,paid,2026-06-04T10:56:00
50900,140,104,2026-06-04,1,1003.95,1003.95,paid,2026-06-04T13:39:00
50901,86,105,2026-06-04,5,618.92,3094.6,paid,2026-06-04T11:01:00
50902,227,102,2026-06-04,1,832.23,832.23,refunded,2026-06-04T14:49:00
50903,188,104,2026-06-04,1,1071.95,1071.95,paid,2026-06-04T19:20:00
50904,27,101,2026-06-04,1,1119.78,1119.78,paid,2026-06-04T16:49:00
50905,294,102,2026-06-04,2,866.74,1733.48,paid,2026-06-04T12:58:00
50906,115,103,2026-06-04,1,1189.84,1189.84,paid,2026-06-04T20:05:00
50907,108,103,2026-06-04,1,1366.28,1366.28,paid,2026-06-04T20:05:00
50908,96,103,2026-06-04,2,1437.23,2874.46,paid,2026-06-04T22:01:00
50909,320,102,2026-06-04,1,809.95,809.95,paid,2026-06-04T10:31:00
50910,149,103,2026-06-04,4,1243.23,4972.92,paid,2026-06-04T19:49:00
50911,385,102,2026-06-04,3,886.28,2658.84,paid,2026-06-04T12:30:00
50912,156,105,2026-06-04,3,533.36,1600.08,paid,2026-06-04T16:02:00
50913,355,102,2026-06-04,4,893.96,3575.84,paid,2026-06-04T11:23:00
50914,225,105,2026-06-04,1,542.21,542.21,paid,2026-06-04T20:02:00
50915,240,104,2026-06-04,2,1068.18,2136.36,paid,2026-06-04T17:15:00
50916,214,102,2026-06-04,3,804.98,2414.94,paid,2026-06-04T10:48:00
50917,108,103,2026-06-04,2,1238.44,2476.88,paid,2026-06-04T22:55:00
50918,85,103,2026-06-04,3,1317.61,3952.83,paid,2026-06-04T18:25:00
50919,77,101,2026-06-04,1,1004.78,1004.78,paid,2026-06-04T14:08:00
50920,360,104,2026-06-04,1,917.48,917.48,paid,2026-06-04T13:01:00
50921,202,105,2026-06-05,5,527.63,2638.15,refunded,2026-06-05T12:51:00
50922,186,102,2026-06-05,2,734.78,1469.56,paid,2026-06-05T13:09:00
50923,198,101,2026-06-05,2,1171.08,2342.16,paid,2026-06-05T21:56:00
50924,42,103,2026-06-05,2,1511.96,3023.92,paid,2026-06-05T22:56:00
50925,191,104,2026-06-05,3,1111.43,3334.29,paid,2026-06-05T14:34:00
50926,11,105,2026-06-05,2,549.78,1099.56,paid,2026-06-05T22:06:00
50927,320,105,2026-06-05,1,608.89,608.89,paid,2026-06-05T15:19:00
50928,161,101,2026-06-05,1,1202.0,1202.0,paid,2026-06-05T11:59:00
50929,304,104,2026-06-05,1,922.65,922.65,paid,2026-06-05T22:06:00
50930,65,102,2026-06-05,2,770.09,1540.18,paid,2026-06-05T17:18:00
50931,127,104,2026-06-05,1,1067.91,1067.91,paid,2026-06-05T22:13:00
50932,23,101,2026-06-05,2,1041.64,2083.28,paid,2026-06-05T21:14:00
50933,122,104,2026-06-05,1,1085.69,1085.69,paid,2026-06-05T13:48:00
50934,11,105,2026-06-05,2,552.52,1105.04,refunded,2026-06-05T11:30:00
50935,192,101,2026-06-05,1,1030.24,1030.24,paid,2026-06-05T17:24:00
50936,250,105,2026-06-05,2,590.85,1181.7,paid,2026-06-05T16:59:00
50937,202,103,2026-06-05,1,1478.64,1478.64,refunded,2026-06-05T12:29:00
50938,193,102,2026-06-05,3,790.35,2371.05,paid,2026-06-05T09:51:00
50939,202,101,2026-06-05,3,1104.4,3313.2,paid,2026-06-05T22:10:00
50940,74,102,2026-06-05,1,725.25,725.25,paid,2026-06-05T10:31:00
50941,27,101,2026-06-05,2,1161.89,2323.78,refunded,2026-06-05T17:15:00
50942,68,101,2026-06-05,1,998.97,998.97,paid,2026-06-05T08:12:00
50943,120,104,2026-06-05,3,928.53,2785.59,paid,2026-06-05T14:27:00
50944,267,101,2026-06-05,4,1181.07,4724.28,paid,2026-06-05T17:00:00
50945,31,104,2026-06-05,2,1027.13,2054.26,paid,2026-06-05T16:55:00
50946,61,105,2026-06-05,1,627.41,627.41,paid,2026-06-05T16:20:00
50947,44,105,2026-06-05,2,570.63,1141.26,paid,2026-06-05T21:10:00
50948,359,105,2026-06-05,2,598.85,1197.7,paid,2026-06-05T18:25:00
50949,309,102,2026-06-05,1,833.02,833.02,paid,2026-06-05T21:36:00
50950,122,105,2026-06-05,2,595.29,1190.58,paid,2026-06-05T11:06:00
50951,83,101,2026-06-05,1,1064.42,1064.42,refunded,2026-06-05T08:16:00
50952,158,101,2026-06-06,1,1011.56,1011.56,paid,2026-06-06T13:07:00
50953,136,102,2026-06-06,2,815.76,1631.52,paid,2026-06-06T14:53:00
50954,97,103,2026-06-06,1,1222.12,1222.12,paid,2026-06-06T21:08:00
50955,177,101,2026-06-06,2,1071.84,2143.68,paid,2026-06-06T11:55:00
50956,249,101,2026-06-06,1,1258.59,1258.59,paid,2026-06-06T11:55:00
50957,397,105,2026-06-06,1,513.0,513.0,paid,2026-06-06T19:07:00
50958,166,102,2026-06-06,1,734.13,734.13,paid,2026-06-06T15:52:00
50959,53,105,2026-06-06,1,546.13,546.13,paid,2026-06-06T14:57:00
50960,133,101,2026-06-06,4,1113.96,4455.84,paid,2026-06-06T22:07:00
50961,9,105,2026-06-06,4,522.41,2089.64,paid,2026-06-06T11:55:00
50962,292,103,2026-06-06,2,1493.13,2986.26,refunded,2026-06-06T10:24:00
50963,42,101,2026-06-06,2,1023.32,2046.64,refunded,2026-06-06T17:34:00
50964,303,104,2026-06-06,3,1152.85,3458.55,paid,2026-06-06T15:49:00
50965,56,104,2026-06-06,1,1090.04,1090.04,paid,2026-06-06T11:31:00
50966,162,103,2026-06-06,2,1486.75,2973.5,paid,2026-06-06T21:19:00
50967,186,102,2026-06-06,1,799.27,799.27,paid,2026-06-06T13:48:00
50968,135,101,2026-06-06,2,1057.96,2115.92,paid,2026-06-06T19:05:00
50969,296,104,2026-06-06,3,917.51,2752.53,paid,2026-06-06T20:01:00
50970,102,105,2026-06-06,1,600.82,600.82,paid,2026-06-06T16:55:00
50971,244,104,2026-06-06,1,958.22,958.22,paid,2026-06-06T13:03:00
50972,65,104,2026-06-06,1,968.46,968.46,paid,2026-06-06T13:29:00
50973,56,102,2026-06-06,1,751.49,751.49,paid,2026-06-06T18:07:00
50974,282,104,2026-06-06,3,1090.02,3270.06,paid,2026-06-06T13:23:00
50975,170,101,2026-06-06,1,1174.03,1174.03,paid,2026-06-06T12:21:00
50976,161,102,2026-06-06,1,868.76,868.76,paid,2026-06-06T12:40:00
50977,124,105,2026-06-06,1,542.18,542.18,paid,2026-06-06T12:55:00
50978,256,105,2026-06-06,2,496.58,993.16,paid,2026-06-06T08:14:00
50979,237,104,2026-06-06,2,914.33,1828.66,paid,2026-06-06T21:32:00
50980,350,101,2026-06-06,1,1066.09,1066.09,refunded,2026-06-06T11:06:00
50981,267,102,2026-06-06,1,708.55,708.55,paid,2026-06-06T09:35:00
50982,291,102,2026-06-06,1,821.42,821.42,paid,2026-06-06T15:18:00
50983,379,105,2026-06-06,1,517.99,517.99,paid,2026-06-06T20:17:00
50984,238,102,2026-06-06,1,697.45,697.45,paid,2026-06-06T19:16:00
50985,331,103,2026-06-06,3,1288.43,3865.29,paid,2026-06-06T22:33:00
50986,391,102,2026-06-06,1,855.84,855.84,paid,2026-06-06T13:54:00
50987,49,105,2026-06-06,2,582.99,1165.98,paid,2026-06-06T15:47:00
50988,174,104,2026-06-06,1,1101.23,1101.23,paid,2026-06-06T20:55:00
50989,17,101,2026-06-06,1,1086.21,1086.21,paid,2026-06-06T15:19:00
50990,58,102,2026-06-07,1,804.17,804.17,paid,2026-06-07T18:22:00
50991,139,103,2026-06-07,1,1448.41,1448.41,paid,2026-06-07T09:56:00
50992,378,104,2026-06-07,1,1133.05,1133.05,paid,2026-06-07T11:45:00
50993,370,101,2026-06-07,3,1201.6,3604.8,paid,2026-06-07T13:36:00
50994,329,104,2026-06-07,1,933.44,933.44,paid,2026-06-07T09:53:00
50995,35,102,2026-06-07,2,813.78,1627.56,paid,2026-06-07T16:39:00
50996,341,102,2026-06-07,1,714.36,714.36,paid,2026-06-07T14:59:00
50997,116,102,2026-06-07,2,760.68,1521.36,paid,2026-06-07T19:24:00
50998,154,101,2026-06-07,2,1229.68,2459.36,paid,2026-06-07T14:09:00
50999,276,102,2026-06-07,1,830.23,830.23,paid,2026-06-07T14:06:00
51000,296,104,2026-06-07,2,1041.52,2083.04,paid,2026-06-07T14:59:00
51001,134,102,2026-06-07,1,809.81,809.81,paid,2026-06-07T08:05:00
51002,83,104,2026-06-07,2,1049.27,2098.54,paid,2026-06-07T12:27:00
51003,68,103,2026-06-07,4,1290.57,5162.28,paid,2026-06-07T14:00:00
51004,365,103,2026-06-07,1,1517.2,1517.2,paid,2026-06-07T16:41:00
51005,238,103,2026-06-07,1,1316.29,1316.29,paid,2026-06-07T18:56:00
51006,293,102,2026-06-07,3,839.0,2517.0,paid,2026-06-07T18:41:00
51007,375,103,2026-06-07,1,1372.68,1372.68,refunded,2026-06-07T20:27:00
51008,148,103,2026-06-07,4,1393.12,5572.48,paid,2026-06-07T14:47:00
51009,395,101,2026-06-07,1,997.73,997.73,paid,2026-06-07T22:39:00
51010,253,105,2026-06-07,1,623.44,623.44,paid,2026-06-07T16:33:00
51011,366,103,2026-06-07,1,1270.76,1270.76,paid,2026-06-07T21:11:00
51012,5,105,2026-06-08,2,591.32,1182.64,paid,2026-06-08T22:16:00
51013,329,102,2026-06-08,5,774.74,3873.7,paid,2026-06-08T21:52:00
51014,99,102,2026-06-08,1,738.43,738.43,paid,2026-06-08T16:19:00
51015,241,105,2026-06-08,3,588.26,1764.78,paid,2026-06-08T14:19:00
51016,254,102,2026-06-08,1,713.56,713.56,paid,2026-06-08T14:59:00
51017,286,102,2026-06-08,1,770.71,770.71,paid,2026-06-08T20:54:00
51018,292,102,2026-06-08,3,862.88,2588.64,paid,2026-06-08T13:49:00
51019,131,104,2026-06-08,1,958.82,958.82,paid,2026-06-08T14:34:00
51020,258,103,2026-06-08,1,1231.74,1231.74,paid,2026-06-08T12:56:00
51021,138,102,2026-06-08,5,713.17,3565.85,paid,2026-06-08T20:07:00
51022,351,103,2026-06-08,3,1485.44,4456.32,paid,2026-06-08T14:10:00
51023,186,101,2026-06-08,2,1049.25,2098.5,paid,2026-06-08T19:59:00
51024,77,104,2026-06-08,4,934.52,3738.08,paid,2026-06-08T09:22:00
51025,15,102,2026-06-08,1,852.31,852.31,paid,2026-06-08T13:17:00
51026,156,105,2026-06-08,1,568.5,568.5,paid,2026-06-08T11:44:00
51027,357,104,2026-06-08,3,990.36,2971.08,paid,2026-06-08T17:24:00
51028,361,104,2026-06-08,1,1042.77,1042.77,paid,2026-06-08T08:07:00
51029,204,101,2026-06-08,2,1065.26,2130.52,paid,2026-06-08T18:09:00
51030,315,102,2026-06-08,1,848.87,848.87,paid,2026-06-08T14:07:00
51031,202,102,2026-06-08,1,748.97,748.97,paid,2026-06-08T08:51:00
51032,62,101,2026-06-08,1,1262.77,1262.77,paid,2026-06-08T14:27:00
51033,388,105,2026-06-08,1,530.6,530.6,paid,2026-06-08T12:38:00
51034,290,101,2026-06-08,1,1242.2,1242.2,paid,2026-06-08T16:58:00
51035,44,104,2026-06-08,1,1000.44,1000.44,paid,2026-06-08T15:32:00
51036,116,105,2026-06-08,2,609.55,1219.1,paid,2026-06-08T08:29:00
51037,66,102,2026-06-08,1,889.99,889.99,paid,2026-06-08T14:46:00
51038,303,104,2026-06-08,1,977.04,977.04,refunded,2026-06-08T21:50:00
51039,120,105,2026-06-08,5,629.53,3147.65,paid,2026-06-08T09:47:00
51040,314,102,2026-06-08,1,733.21,733.21,paid,2026-06-08T14:31:00
51041,172,102,2026-06-08,2,741.93,1483.86,paid,2026-06-08T22:14:00
